student_id,cohort,program,gender,region,guardian,has_internet,course_id,course,semester,enrollment_date,study_hours,attendance_pct,midterm_score,final_score,project_score,final_grade,passed
S0110,2024,Engineering,F,South,Father,True,C05,Machine Learning,Fall 2024,2024-09-02,25.5,84.1,67.6,82.7,76.5,B,True
S0110,2024,Engineering,F,South,Father,True,C06,Databases,Spring 2025,2025-01-13,2.0,70.6,51.7,66.7,78.8,C,True
S0111,2023,Data Science,F,South,Father,True,C01,Python Programming,Fall 2023,2023-09-04,9.8,57.9,54.3,50.2,50.9,D,True
S0111,2023,Data Science,F,South,Father,True,C02,Statistics,Spring 2024,2024-01-15,25.4,68.5,63.4,65.7,86.2,B,True
S0111,2023,Data Science,F,South,Father,True,C03,Data Structures,Fall 2023,2023-09-04,18.0,58.7,56.7,58.0,61.4,C,True
S0111,2023,Data Science,F,South,Father,True,C04,Linear Algebra,Spring 2024,2024-01-15,16.3,68.2,59.2,60.5,50.3,C,True
S0111,2023,Data Science,F,South,Father,True,C05,Machine Learning,Fall 2023,2023-09-04,26.8,83.9,81.5,55.9,65.9,C,True
S0111,2023,Data Science,F,South,Father,True,C06,Databases,Spring 2024,2024-01-15,26.8,97.3,56.3,66.3,68.8,C,True
S0112,2024,Computer Science,M,East,Mother,True,C01,Python Programming,Fall 2024,2024-09-02,6.8,82.3,36.7,50.5,66.6,D,True
S0112,2024,Computer Science,M,East,Mother,True,C02,Statistics,Spring 2025,2025-01-13,15.4,87.7,67.2,53.9,66.9,C,True
S0112,2024,Computer Science,M,East,Mother,True,C03,Data Structures,Fall 2024,2024-09-02,23.5,93.2,60.0,61.6,65.6,C,True
S0112,2024,Computer Science,M,East,Mother,True,C04,Linear Algebra,Spring 2025,2025-01-13,26.9,88.3,63.6,79.0,70.8,B,True
S0112,2024,Computer Science,M,East,Mother,True,C05,Machine Learning,Fall 2024,2024-09-02,17.0,74.1,69.0,52.4,41.8,D,True
S0112,2024,Computer Science,M,East,Mother,True,C06,Databases,Spring 2025,2025-01-13,18.4,100.0,74.1,68.4,66.8,C,True
S0113,2024,Data Science,F,Central,Mother,True,C01,Python Programming,Fall 2024,2024-09-02,17.0,58.7,76.5,64.6,60.7,C,True
S0113,2024,Data Science,F,Central,Mother,True,C02,Statistics,Spring 2025,2025-01-13,16.2,67.0,53.0,65.1,64.1,C,True
S0113,2024,Data Science,F,Central,Mother,True,C03,Data Structures,Fall 2024,2024-09-02,18.5,72.3,58.8,65.6,75.6,C,True
S0113,2024,Data Science,F,Central,Mother,True,C04,Linear Algebra,Spring 2025,2025-01-13,16.3,66.5,48.3,52.0,67.9,D,True
S0113,2024,Data Science,F,Central,Mother,True,C05,Machine Learning,Fall 2024,2024-09-02,11.2,50.1,65.8,47.3,58.4,C,True
S0113,2024,Data Science,F,Central,Mother,True,C06,Databases,Spring 2025,2025-01-13,27.6,69.0,62.1,82.6,51.6,C,True
S0114,2022,Data Science,F,West,Other,True,C01,Python Programming,Fall 2022,2022-09-05,2.0,73.5,49.3,49.4,60.9,D,True
S0114,2022,Data Science,F,West,Other,True,C02,Statistics,Spring 2023,2023-01-16,11.6,72.4,66.7,42.1,50.4,D,True
S0114,2022,Data Science,F,West,Other,True,C03,Data Structures,Fall 2022,2022-09-05,17.0,69.0,68.1,86.0,73.6,B,True
S0114,2022,Data Science,F,West,Other,True,C04,Linear Algebra,Spring 2023,2023-01-16,15.2,71.0,40.7,72.0,56.6,C,True
S0114,2022,Data Science,F,West,Other,True,C05,Machine Learning,Fall 2022,2022-09-05,16.3,81.6,49.0,72.0,62.7,C,True
S0114,2022,Data Science,F,West,Other,True,C06,Databases,Spring 2023,2023-01-16,14.7,70.1,72.4,49.1,84.8,C,True
S0115,2024,Computer Science,F,West,Other,False,C01,Python Programming,Fall 2024,2024-09-02,10.9,75.0,48.0,46.9,67.7,D,True
S0115,2024,Computer Science,F,West,Other,False,C02,Statistics,Spring 2025,2025-01-13,15.2,77.8,46.3,41.0,49.0,F,False
S0115,2024,Computer Science,F,West,Other,False,C03,Data Structures,Fall 2024,2024-09-02,4.6,74.3,70.0,63.5,52.7,C,True
S0115,2024,Computer Science,F,West,Other,False,C04,Linear Algebra,Spring 2025,2025-01-13,2.0,91.7,52.0,75.4,40.9,C,True
S0115,2024,Computer Science,F,West,Other,False,C05,Machine Learning,Fall 2024,2024-09-02,15.7,54.5,58.3,60.0,78.4,C,True
S0115,2024,Computer Science,F,West,Other,False,C06,Databases,Spring 2025,2025-01-13,11.0,54.5,67.5,36.8,74.5,C,True
S0116,2022,Engineering,F,Central,Father,True,C01,Python Programming,Fall 2022,2022-09-05,21.7,79.9,59.4,73.4,66.5,C,True
S0116,2022,Engineering,F,Central,Father,True,C02,Statistics,Spring 2023,2023-01-16,17.0,63.0,65.5,57.1,70.7,C,True
S0116,2022,Engineering,F,Central,Father,True,C03,Data Structures,Fall 2022,2022-09-05,30.1,98.2,79.9,67.5,65.2,B,True
S0116,2022,Engineering,F,Central,Father,True,C04,Linear Algebra,Spring 2023,2023-01-16,13.6,100.0,64.1,88.1,51.2,B,True
S0116,2022,Engineering,F,Central,Father,True,C05,Machine Learning,Fall 2022,2022-09-05,18.2,71.0,46.3,75.5,58.3,C,True
S0116,2022,Engineering,F,Central,Father,True,C06,Databases,Spring 2023,2023-01-16,28.9,92.3,67.4,54.8,83.3,C,True
S0117,2023,Information Technology,F,West,Father,True,C01,Python Programming,Fall 2023,2023-09-04,5.7,65.3,36.9,41.9,70.2,D,True
S0117,2023,Information Technology,F,West,Father,True,C02,Statistics,Spring 2024,2024-01-15,12.9,76.0,81.7,52.3,67.9,C,True
S0117,2023,Information Technology,F,West,Father,True,C03,Data Structures,Fall 2023,2023-09-04,14.7,90.8,60.7,69.7,71.1,C,True
S0117,2023,Information Technology,F,West,Father,True,C04,Linear Algebra,Spring 2024,2024-01-15,12.7,86.7,56.1,64.0,59.4,C,True
S0117,2023,Information Technology,F,West,Father,True,C05,Machine Learning,Fall 2023,2023-09-04,19.7,75.7,54.2,60.4,66.7,C,True
S0117,2023,Information Technology,F,West,Father,True,C06,Databases,Spring 2024,2024-01-15,11.0,100.0,75.6,64.6,75.5,B,True
S0118,2022,Information Technology,M,South,Sibling,False,C01,Python Programming,Fall 2022,2022-09-05,15.2,54.3,46.2,51.1,67.7,D,True
S0118,2022,Information Technology,M,South,Sibling,False,C02,Statistics,Spring 2023,2023-01-16,18.1,80.2,48.8,74.5,58.0,C,True
S0118,2022,Information Technology,M,South,Sibling,False,C03,Data Structures,Fall 2022,2022-09-05,23.2,74.1,51.4,65.8,56.9,C,True
S0118,2022,Information Technology,M,South,Sibling,False,C04,Linear Algebra,Spring 2023,2023-01-16,26.9,,83.0,62.8,47.7,C,True
S0118,2022,Information Technology,M,South,Sibling,False,C05,Machine Learning,Fall 2022,2022-09-05,11.0,99.7,83.7,61.4,57.6,C,True
S0118,2022,Information Technology,M,South,Sibling,False,C06,Databases,Spring 2023,2023-01-16,18.5,70.7,59.1,45.3,60.6,D,True
S0119,2024,Data Science,F,East,Father,True,C01,Python Programming,Fall 2024,2024-09-02,17.3,92.4,63.8,64.1,55.7,C,True
S0119,2024,Data Science,F,East,Father,True,C02,Statistics,Spring 2025,2025-01-13,14.6,75.0,63.4,37.1,65.1,D,True
S0119,2024,Data Science,F,East,Father,True,C03,Data Structures,Fall 2024,2024-09-02,16.4,77.4,61.5,48.1,67.4,C,True
S0119,2024,Data Science,F,East,Father,True,C04,Linear Algebra,Spring 2025,2025-01-13,15.4,54.3,69.4,56.0,59.0,C,True
S0119,2024,Data Science,F,East,Father,True,C05,Machine Learning,Fall 2024,2024-09-02,9.6,59.5,39.9,39.9,80.1,D,True
S0119,2024,Data Science,F,East,Father,True,C06,Databases,Spring 2025,2025-01-13,12.1,86.4,51.2,62.3,67.5,C,True
S0120,2022,Data Science,M,East,Sibling,True,C01,Python Programming,Fall 2022,2022-09-05,13.8,85.3,89.5,39.8,58.8,C,True
S0120,2022,Data Science,M,East,Sibling,True,C02,Statistics,Spring 2023,2023-01-16,15.7,55.4,75.2,37.8,65.6,C,True
S0120,2022,Data Science,M,East,Sibling,True,C03,Data Structures,Fall 2022,2022-09-05,11.1,54.8,54.1,44.2,68.8,D,True
S0120,2022,Data Science,M,East,Sibling,True,C04,Linear Algebra,Spring 2023,2023-01-16,18.8,77.8,81.1,57.9,60.9,C,True
S0120,2022,Data Science,M,East,Sibling,True,C05,Machine Learning,Fall 2022,2022-09-05,17.4,62.5,,52.3,71.5,D,True
S0120,2022,Data Science,M,East,Sibling,True,C06,Databases,Spring 2023,2023-01-16,31.7,86.4,86.0,84.2,87.6,A,True
S0121,2023,Data Science,M,North,Mother,True,C01,Python Programming,Fall 2023,2023-09-04,22.9,71.9,63.4,60.6,75.1,C,True
S0121,2023,Data Science,M,North,Mother,True,C02,Statistics,Spring 2024,2024-01-15,2.0,100.0,60.6,64.8,79.7,C,True
S0121,2023,Data Science,M,North,Mother,True,C03,Data Structures,Fall 2023,2023-09-04,9.3,100.0,78.4,65.7,80.7,B,True
S0121,2023,Data Science,M,North,Mother,True,C04,Linear Algebra,Spring 2024,2024-01-15,28.1,47.0,67.2,70.9,89.5,B,True
S0121,2023,Data Science,M,North,Mother,True,C05,Machine Learning,Fall 2023,2023-09-04,14.1,68.3,45.8,44.1,71.3,D,True
S0121,2023,Data Science,M,North,Mother,True,C06,Databases,Spring 2024,2024-01-15,13.4,56.8,51.6,61.3,64.4,C,True
S0122,2023,Data Science,F,West,Father,True,C01,Python Programming,Fall 2023,2023-09-04,25.6,70.3,51.8,67.7,74.1,C,True
S0122,2023,Data Science,F,West,Father,True,C02,Statistics,Spring 2024,2024-01-15,13.0,71.9,51.7,69.3,51.0,C,True
S0122,2023,Data Science,F,West,Father,True,C03,Data Structures,Fall 2023,2023-09-04,16.8,53.2,51.0,52.3,63.8,D,True
S0122,2023,Data Science,F,West,Father,True,C04,Linear Algebra,Spring 2024,2024-01-15,28.3,82.3,57.9,72.0,71.1,C,True
S0122,2023,Data Science,F,West,Father,True,C05,Machine Learning,Fall 2023,2023-09-04,23.4,75.6,82.6,84.4,70.9,B,True
S0122,2023,Data Science,F,West,Father,True,C06,Databases,Spring 2024,2024-01-15,16.7,100.0,68.6,61.6,63.2,C,True
S0123,2024,Computer Science,F,West,Sibling,False,C01,Python Programming,Fall 2024,2024-09-02,12.3,91.5,42.1,57.6,71.5,C,True
S0123,2024,Computer Science,F,West,Sibling,False,C02,Statistics,Spring 2025,2025-01-13,15.0,77.1,62.4,64.8,63.2,C,True
S0123,2024,Computer Science,F,West,Sibling,False,C03,Data Structures,Fall 2024,2024-09-02,30.3,82.8,84.8,77.6,45.2,B,True
S0123,2024,Computer Science,F,West,Sibling,False,C04,Linear Algebra,Spring 2025,2025-01-13,28.5,75.4,72.0,52.7,69.1,C,True
S0123,2024,Computer Science,F,West,Sibling,False,C05,Machine Learning,Fall 2024,2024-09-02,21.1,89.0,33.8,59.5,65.7,D,True
S0123,2024,Computer Science,F,West,Sibling,False,C06,Databases,Spring 2025,2025-01-13,15.4,75.7,69.6,22.7,66.4,D,True
S0124,2024,Data Science,M,West,Father,True,C01,Python Programming,Fall 2024,2024-09-02,20.4,,79.9,66.2,77.2,B,True
S0124,2024,Data Science,M,West,Father,True,C02,Statistics,Spring 2025,2025-01-13,13.1,65.5,69.7,57.6,56.7,C,True
S0124,2024,Data Science,M,West,Father,True,C03,Data Structures,Fall 2024,2024-09-02,14.2,80.0,77.7,43.4,66.9,C,True
S0124,2024,Data Science,M,West,Father,True,C04,Linear Algebra,Spring 2025,2025-01-13,26.7,55.1,68.5,78.7,67.7,B,True
S0124,2024,Data Science,M,West,Father,True,C05,Machine Learning,Fall 2024,2024-09-02,20.4,83.7,72.2,52.4,78.3,C,True
S0124,2024,Data Science,M,West,Father,True,C06,Databases,Spring 2025,2025-01-13,7.5,73.3,61.9,40.4,62.5,D,True
S0125,2022,Computer Science,F,East,Mother,True,C01,Python Programming,Fall 2022,2022-09-05,19.2,50.3,61.6,57.0,72.4,C,True
S0125,2022,Computer Science,F,East,Mother,True,C02,Statistics,Spring 2023,2023-01-16,12.6,66.9,59.0,59.2,64.1,C,True
S0125,2022,Computer Science,F,East,Mother,True,C03,Data Structures,Fall 2022,2022-09-05,35.6,63.4,58.3,100.0,74.4,B,True
S0125,2022,Computer Science,F,East,Mother,True,C04,Linear Algebra,Spring 2023,2023-01-16,11.6,88.6,60.3,54.7,81.9,C,True
S0125,2022,Computer Science,F,East,Mother,True,C05,Machine Learning,Fall 2022,2022-09-05,21.0,68.3,68.9,79.4,68.9,B,True
S0125,2022,Computer Science,F,East,Mother,True,C06,Databases,Spring 2023,2023-01-16,19.5,78.8,64.8,46.1,66.4,C,True
S0126,2024,Data Science,F,West,Mother,True,C01,Python Programming,Fall 2024,2024-09-02,20.4,75.3,73.1,73.8,70.1,B,True
S0126,2024,Data Science,F,West,Mother,True,C02,Statistics,Spring 2025,2025-01-13,17.0,73.8,58.3,55.3,83.3,C,True
S0126,2024,Data Science,F,West,Mother,True,C03,Data Structures,Fall 2024,2024-09-02,17.2,84.3,65.5,61.7,71.2,C,True
S0126,2024,Data Science,F,West,Mother,True,C04,Linear Algebra,Spring 2025,2025-01-13,19.4,84.0,57.8,75.6,59.2,C,True
S0126,2024,Data Science,F,West,Mother,True,C05,Machine Learning,Fall 2024,2024-09-02,10.5,90.2,52.2,51.8,79.2,C,True
S0126,2024,Data Science,F,West,Mother,True,C06,Databases,Spring 2025,2025-01-13,10.9,87.5,73.5,71.6,72.1,B,True
S0127,2022,Data Science,M,Central,Mother,True,C01,Python Programming,Fall 2022,2022-09-05,12.3,94.3,74.3,53.7,67.4,C,True
S0127,2022,Data Science,M,Central,Mother,True,C02,Statistics,Spring 2023,2023-01-16,19.2,68.8,50.7,41.8,52.6,D,True
S0127,2022,Data Science,M,Central,Mother,True,C03,Data Structures,Fall 2022,2022-09-05,11.9,,62.3,69.4,65.1,C,True
S0127,2022,Data Science,M,Central,Mother,True,C04,Linear Algebra,Spring 2023,2023-01-16,9.2,83.1,50.7,72.2,63.0,C,True
S0127,2022,Data Science,M,Central,Mother,True,C05,Machine Learning,Fall 2022,2022-09-05,13.3,80.7,76.8,84.6,67.6,B,True
S0127,2022,Data Science,M,Central,Mother,True,C06,Databases,Spring 2023,2023-01-16,25.7,60.9,67.5,32.0,58.2,D,True
S0128,2023,Computer Science,Other,East,Mother,True,C01,Python Programming,Fall 2023,2023-09-04,21.0,88.6,59.6,52.9,62.8,C,True
S0128,2023,Computer Science,Other,East,Mother,True,C02,Statistics,Spring 2024,2024-01-15,18.7,70.4,81.4,51.4,81.0,C,True
S0128,2023,Computer Science,Other,East,Mother,True,C03,Data Structures,Fall 2023,2023-09-04,26.3,92.0,62.8,78.1,72.7,B,True
S0128,2023,Computer Science,Other,East,Mother,True,C04,Linear Algebra,Spring 2024,2024-01-15,13.8,84.2,84.9,67.9,71.9,B,True
S0128,2023,Computer Science,Other,East,Mother,True,C05,Machine Learning,Fall 2023,2023-09-04,21.2,59.7,52.8,91.1,65.0,B,True
S0128,2023,Computer Science,Other,East,Mother,True,C06,Databases,Spring 2024,2024-01-15,11.4,68.3,73.7,57.3,50.2,C,True
S0129,2023,Computer Science,M,East,Mother,True,C01,Python Programming,Fall 2023,2023-09-04,28.8,65.9,76.0,91.5,60.4,B,True
S0129,2023,Computer Science,M,East,Mother,True,C02,Statistics,Spring 2024,2024-01-15,12.0,79.1,58.3,55.8,66.4,C,True
S0129,2023,Computer Science,M,East,Mother,True,C03,Data Structures,Fall 2023,2023-09-04,19.1,,53.9,59.2,66.8,C,True
S0129,2023,Computer Science,M,East,Mother,True,C04,Linear Algebra,Spring 2024,2024-01-15,5.3,64.0,52.6,40.2,81.0,D,True
S0129,2023,Computer Science,M,East,Mother,True,C05,Machine Learning,Fall 2023,2023-09-04,14.6,74.8,46.4,57.5,57.0,D,True
S0129,2023,Computer Science,M,East,Mother,True,C06,Databases,Spring 2024,2024-01-15,10.1,97.0,74.0,80.1,79.5,B,True
S0130,2023,Data Science,F,North,Other,True,C01,Python Programming,Fall 2023,2023-09-04,10.7,,65.0,97.0,63.0,B,True
S0130,2023,Data Science,F,North,Other,True,C02,Statistics,Spring 2024,2024-01-15,27.4,100.0,58.5,66.8,59.4,C,True
S0130,2023,Data Science,F,North,Other,True,C03,Data Structures,Fall 2023,2023-09-04,16.6,75.8,69.4,36.3,80.6,C,True
S0130,2023,Data Science,F,North,Other,True,C04,Linear Algebra,Spring 2024,2024-01-15,22.3,95.6,67.2,40.0,69.4,C,True
S0130,2023,Data Science,F,North,Other,True,C05,Machine Learning,Fall 2023,2023-09-04,19.0,69.6,46.1,71.9,62.5,C,True
S0130,2023,Data Science,F,North,Other,True,C06,Databases,Spring 2024,2024-01-15,26.6,74.4,66.4,61.9,74.2,C,True
S0131,2024,Computer Science,M,West,Other,True,C01,Python Programming,Fall 2024,2024-09-02,22.8,84.1,48.7,54.4,65.8,C,True
S0131,2024,Computer Science,M,West,Other,True,C02,Statistics,Spring 2025,2025-01-13,4.9,54.8,51.0,49.1,56.7,D,True
S0131,2024,Computer Science,M,West,Other,True,C03,Data Structures,Fall 2024,2024-09-02,25.6,72.6,,68.9,54.4,C,True
S0131,2024,Computer Science,M,West,Other,True,C04,Linear Algebra,Spring 2025,2025-01-13,17.2,63.8,64.1,40.5,67.0,D,True
S0131,2024,Computer Science,M,West,Other,True,C05,Machine Learning,Fall 2024,2024-09-02,12.7,75.3,62.7,80.5,51.2,C,True
S0131,2024,Computer Science,M,West,Other,True,C06,Databases,Spring 2025,2025-01-13,16.1,46.6,48.8,16.4,69.1,F,False
S0132,2024,Engineering,M,Central,Mother,True,C01,Python Programming,Fall 2024,2024-09-02,14.7,88.9,41.8,43.3,63.1,D,True
S0132,2024,Engineering,M,Central,Mother,True,C02,Statistics,Spring 2025,2025-01-13,9.2,78.2,57.2,64.0,66.4,C,True
S0132,2024,Engineering,M,Central,Mother,True,C03,Data Structures,Fall 2024,2024-09-02,21.4,70.0,59.0,76.8,59.4,C,True
S0132,2024,Engineering,M,Central,Mother,True,C04,Linear Algebra,Spring 2025,2025-01-13,23.3,60.3,33.4,76.3,68.1,C,True
S0132,2024,Engineering,M,Central,Mother,True,C05,Machine Learning,Fall 2024,2024-09-02,12.0,68.6,64.2,40.5,63.8,D,True
S0132,2024,Engineering,M,Central,Mother,True,C06,Databases,Spring 2025,2025-01-13,26.7,92.0,67.1,36.9,56.5,D,True
S0133,2023,Data Science,F,West,Father,True,C01,Python Programming,Fall 2023,2023-09-04,15.7,80.1,81.0,54.6,61.2,C,True
S0133,2023,Data Science,F,West,Father,True,C02,Statistics,Spring 2024,2024-01-15,16.9,90.7,56.2,67.2,72.3,C,True
S0133,2023,Data Science,F,West,Father,True,C03,Data Structures,Fall 2023,2023-09-04,19.0,86.8,68.0,71.3,61.9,C,True
S0133,2023,Data Science,F,West,Father,True,C04,Linear Algebra,Spring 2024,2024-01-15,22.4,59.7,63.4,29.4,63.1,D,True
S0133,2023,Data Science,F,West,Father,True,C05,Machine Learning,Fall 2023,2023-09-04,18.8,29.8,49.5,59.2,72.8,C,True
S0133,2023,Data Science,F,West,Father,True,C06,Databases,Spring 2024,2024-01-15,16.8,55.0,56.2,40.6,49.3,D,True
S0134,2024,Data Science,M,Central,Mother,True,C01,Python Programming,Fall 2024,2024-09-02,16.1,78.3,56.9,37.5,77.0,D,True
S0134,2024,Data Science,M,Central,Mother,True,C02,Statistics,Spring 2025,2025-01-13,17.6,78.5,54.9,37.7,59.9,D,True
S0134,2024,Data Science,M,Central,Mother,True,C03,Data Structures,Fall 2024,2024-09-02,24.8,56.8,65.0,65.6,78.8,C,True
S0134,2024,Data Science,M,Central,Mother,True,C04,Linear Algebra,Spring 2025,2025-01-13,16.8,81.5,45.9,26.6,71.6,F,False
S0134,2024,Data Science,M,Central,Mother,True,C05,Machine Learning,Fall 2024,2024-09-02,14.3,97.3,60.8,71.2,73.3,C,True
S0134,2024,Data Science,M,Central,Mother,True,C06,Databases,Spring 2025,2025-01-13,13.4,52.5,75.8,61.7,71.7,C,True
S0135,2022,Data Science,F,Central,Other,True,C01,Python Programming,Fall 2022,2022-09-05,8.9,72.1,48.0,51.4,62.3,D,True
S0135,2022,Data Science,F,Central,Other,True,C02,Statistics,Spring 2023,2023-01-16,29.1,79.5,64.5,81.2,74.7,B,True
S0135,2022,Data Science,F,Central,Other,True,C03,Data Structures,Fall 2022,2022-09-05,18.9,85.1,74.3,67.9,66.0,C,True
S0135,2022,Data Science,F,Central,Other,True,C04,Linear Algebra,Spring 2023,2023-01-16,20.7,81.2,57.7,54.6,65.0,C,True
S0135,2022,Data Science,F,Central,Other,True,C05,Machine Learning,Fall 2022,2022-09-05,13.4,79.0,77.6,68.8,41.2,C,True
S0135,2022,Data Science,F,Central,Other,True,C06,Databases,Spring 2023,2023-01-16,21.2,74.8,61.6,63.4,68.3,C,True
S0136,2022,Computer Science,F,West,Father,True,C01,Python Programming,Fall 2022,2022-09-05,25.6,89.1,75.1,44.4,79.5,C,True
S0136,2022,Computer Science,F,West,Father,True,C02,Statistics,Spring 2023,2023-01-16,11.2,57.2,80.1,41.0,77.2,C,True
S0136,2022,Computer Science,F,West,Father,True,C03,Data Structures,Fall 2022,2022-09-05,17.7,55.5,57.8,42.8,63.0,D,True
S0136,2022,Computer Science,F,West,Father,True,C04,Linear Algebra,Spring 2023,2023-01-16,7.6,87.8,61.4,50.7,72.6,C,True
S0136,2022,Computer Science,F,West,Father,True,C05,Machine Learning,Fall 2022,2022-09-05,30.9,74.7,64.9,64.0,81.1,C,True
S0136,2022,Computer Science,F,West,Father,True,C06,Databases,Spring 2023,2023-01-16,13.2,94.9,74.5,59.6,79.9,C,True
S0137,2023,Engineering,M,East,Mother,False,C01,Python Programming,Fall 2023,2023-09-04,16.8,79.9,45.7,55.4,62.9,D,True
S0137,2023,Engineering,M,East,Mother,False,C02,Statistics,Spring 2024,2024-01-15,15.9,90.4,35.3,51.5,54.8,D,True
S0137,2023,Engineering,M,East,Mother,False,C03,Data Structures,Fall 2023,2023-09-04,30.6,84.9,55.8,67.9,58.7,C,True
S0137,2023,Engineering,M,East,Mother,False,C04,Linear Algebra,Spring 2024,2024-01-15,12.2,81.8,69.3,22.1,72.7,D,True
S0137,2023,Engineering,M,East,Mother,False,C05,Machine Learning,Fall 2023,2023-09-04,2.0,52.1,45.4,39.9,63.5,D,True
S0137,2023,Engineering,M,East,Mother,False,C06,Databases,Spring 2024,2024-01-15,15.1,75.5,57.0,42.3,68.5,D,True
S0138,2023,Data Science,F,North,Mother,True,C01,Python Programming,Fall 2023,2023-09-04,14.2,91.1,63.5,54.2,76.6,C,True
S0138,2023,Data Science,F,North,Mother,True,C02,Statistics,Spring 2024,2024-01-15,26.6,90.5,,71.7,56.7,C,True
S0138,2023,Data Science,F,North,Mother,True,C03,Data Structures,Fall 2023,2023-09-04,15.2,63.8,56.5,66.5,66.3,C,True
S0138,2023,Data Science,F,North,Mother,True,C04,Linear Algebra,Spring 2024,2024-01-15,7.4,,66.6,60.9,58.2,C,True
S0138,2023,Data Science,F,North,Mother,True,C05,Machine Learning,Fall 2023,2023-09-04,10.0,86.1,72.7,73.7,60.5,B,True
S0138,2023,Data Science,F,North,Mother,True,C06,Databases,Spring 2024,2024-01-15,22.6,67.3,60.2,30.3,65.8,D,True
S0139,2024,Information Technology,F,North,Father,False,C01,Python Programming,Fall 2024,2024-09-02,30.3,57.6,47.4,45.2,55.6,D,True
S0139,2024,Information Technology,F,North,Father,False,C02,Statistics,Spring 2025,2025-01-13,13.1,64.2,36.5,67.2,69.3,C,True
S0139,2024,Information Technology,F,North,Father,False,C03,Data Structures,Fall 2024,2024-09-02,8.9,77.6,58.4,20.1,54.1,F,False
S0139,2024,Information Technology,F,North,Father,False,C04,Linear Algebra,Spring 2025,2025-01-13,28.4,84.7,46.1,58.1,59.6,D,True
S0139,2024,Information Technology,F,North,Father,False,C05,Machine Learning,Fall 2024,2024-09-02,28.5,60.3,67.2,51.3,60.6,C,True
S0139,2024,Information Technology,F,North,Father,False,C06,Databases,Spring 2025,2025-01-13,22.0,44.3,54.3,15.7,57.4,F,False
S0140,2024,Computer Science,M,South,Mother,True,C01,Python Programming,Fall 2024,2024-09-02,8.9,57.5,47.5,55.6,45.0,D,True
S0140,2024,Computer Science,M,South,Mother,True,C02,Statistics,Spring 2025,2025-01-13,16.0,82.9,65.7,54.8,47.3,C,True
S0140,2024,Computer Science,M,South,Mother,True,C03,Data Structures,Fall 2024,2024-09-02,14.0,82.2,79.2,60.5,71.8,C,True
S0140,2024,Computer Science,M,South,Mother,True,C04,Linear Algebra,Spring 2025,2025-01-13,17.6,93.4,59.1,62.1,77.5,C,True
S0140,2024,Computer Science,M,South,Mother,True,C05,Machine Learning,Fall 2024,2024-09-02,35.9,58.8,,74.3,72.9,B,True
S0140,2024,Computer Science,M,South,Mother,True,C06,Databases,Spring 2025,2025-01-13,16.4,58.3,84.0,54.6,72.7,C,True
S0141,2022,Data Science,Other,East,Father,False,C01,Python Programming,Fall 2022,2022-09-05,14.8,51.8,49.5,44.7,73.1,D,True
S0141,2022,Data Science,Other,East,Father,False,C02,Statistics,Spring 2023,2023-01-16,11.7,96.6,49.0,65.4,70.6,C,True
S0141,2022,Data Science,Other,East,Father,False,C03,Data Structures,Fall 2022,2022-09-05,8.5,87.9,,59.3,61.4,D,True
S0141,2022,Data Science,Other,East,Father,False,C04,Linear Algebra,Spring 2023,2023-01-16,11.5,60.4,60.7,41.3,33.3,D,True
S0141,2022,Data Science,Other,East,Father,False,C05,Machine Learning,Fall 2022,2022-09-05,21.3,95.9,62.4,77.1,64.1,C,True
S0141,2022,Data Science,Other,East,Father,False,C06,Databases,Spring 2023,2023-01-16,17.9,85.1,56.7,75.1,57.7,C,True
S0142,2022,Data Science,M,West,Sibling,True,C01,Python Programming,Fall 2022,2022-09-05,20.0,83.3,79.6,49.2,55.2,C,True
S0142,2022,Data Science,M,West,Sibling,True,C02,Statistics,Spring 2023,2023-01-16,16.4,75.2,33.9,59.4,60.2,D,True
S0142,2022,Data Science,M,West,Sibling,True,C03,Data Structures,Fall 2022,2022-09-05,22.0,80.9,47.4,74.9,75.0,C,True
S0142,2022,Data Science,M,West,Sibling,True,C04,Linear Algebra,Spring 2023,2023-01-16,6.2,69.2,49.4,57.1,66.0,C,True
S0142,2022,Data Science,M,West,Sibling,True,C05,Machine Learning,Fall 2022,2022-09-05,10.3,59.4,45.3,50.2,54.3,D,True
S0142,2022,Data Science,M,West,Sibling,True,C06,Databases,Spring 2023,2023-01-16,12.5,88.1,63.3,77.2,65.1,C,True
S0143,2024,Engineering,M,East,Sibling,True,C01,Python Programming,Fall 2024,2024-09-02,18.0,85.7,58.2,70.4,57.9,C,True
S0143,2024,Engineering,M,East,Sibling,True,C02,Statistics,Spring 2025,2025-01-13,24.0,75.9,81.2,48.6,52.3,C,True
S0143,2024,Engineering,M,East,Sibling,True,C03,Data Structures,Fall 2024,2024-09-02,8.3,84.3,59.9,50.3,60.4,C,True
S0143,2024,Engineering,M,East,Sibling,True,C04,Linear Algebra,Spring 2025,2025-01-13,12.9,55.2,65.0,50.9,85.5,C,True
S0143,2024,Engineering,M,East,Sibling,True,C05,Machine Learning,Fall 2024,2024-09-02,25.6,67.2,52.8,74.4,73.1,C,True
S0143,2024,Engineering,M,East,Sibling,True,C06,Databases,Spring 2025,2025-01-13,2.0,83.9,54.8,50.9,46.2,D,True
S0144,2023,Data Science,Other,North,Sibling,True,C01,Python Programming,Fall 2023,2023-09-04,13.3,76.8,68.9,92.3,67.0,B,True
